,inputs,preds,golds
941,modern2poem: 良 相 们 的 头 顶 都 戴 上 了 进 贤 冠 ，,"generated:良 相 顶, 进 贤 冠 。","良 相 头 上 进 贤 冠 ，
"
942,modern2poem: 猛 将 们 的 腰 间 皆 佩 带 着 大 羽 箭 。,generated:猛将 们 腰 间 佩 大 羽 箭 。,"猛 将 腰 间 大 羽 箭 。
"
943,modern2poem: 将 军 接 受 赐 盘 叩 拜 皇 恩 回 归 ，,generated:军 接 受 盘 叩 皇 恩 归 。,"盘 赐 将 军 拜 舞 归 ，
"
944,modern2poem: 胡 人 士 兵 个 个 眼 泪 双 双 滴 落 。,generated:人 士 兵 人 眼 泪 滴 。,"胡 儿 眼 泪 双 双 落 。
"
945,modern2poem: 君 臣 相 顾 泪 湿 衣 衫 ， 向 东 望 无 心 鞭 马 任 由 马 前 进 回 京 城 。,generated:君 臣 相 哀 湿 衣 向 无 鞭 马 任 马 前 归 京 城 。,"君 臣 相 顾 尽 沾 衣 ， 东 望 都 门 信 马 归 。
"
946,modern2poem: 只 要 看 看 历 来 那 些 负 盛 名 的 人 ， 最 终 已 经 坎 坷 穷 愁 纠 缠 其 身 了 。,"generated:唯 以 纪 其, 终 。","但 看 古 来 盛 名 下 ， 终 日 坎 壈 缠 其 身 。
"
947,modern2poem: 天 地 之 间 有 一 股 堂 堂 正 气 ，,"generated:天 地 有 一 股 堂 正,","天 地 有 正 气 ，
"
948,modern2poem: 明 亮 的 月 光 洒 在 床 前 的 窗 户 纸 上 ， 好 像 地 上 泛 起 了 一 层 霜 。,"generated:明 月 光 在 窗, 好 如 地 。","床 前 明 月 光 ， 疑 是 地 上 霜 。
"
949,modern2poem: 世 人 只 晓 听 曲 不 懂 得 欣 赏 ， 乐 人 就 像 独 行 于 暴 风 之 中 。,"generated:世 人 只 听 曲 不 知, 人 就 如 独 行 于 暴 风 。","世 人 解 听 不 解 赏 ， 长 飙 风 中 自 来 往 。
"
950,modern2poem: 让 你 在 风 雨 夜 里 得 到 些 安 慰 。,generated:安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜 安息在风雨夜,"远 慰 风 雨 夕 。
"
951,modern2poem: 春 风 根 本 吹 不 到 玉 门 关 外 。,generated:春 风 根 吹 不 玉 门 关 外 。,"春 风 不 度 玉 门 关 。
"
952,modern2poem: 人 生 道 路 如 此 宽 广 ，,"generated:人 生 道 如 宽,","大 道 如 青 天 ，
"
953,modern2poem: 看 到 这 种 情 景 我 很 伤 心 ， 因 而 忧 愁 容 颜 衰 老 。,generated:见 此 情 我 心 忧 容 衰 老,"感 此 伤 妾 心 ， 坐 愁 红 颜 老 。
"
954,modern2poem: 开 元 时 先 帝 的 天 马 名 叫 玉 花 骢 ， 多 少 画 家 画 出 的 都 与 原 貌 不 同 。,"generated:开 时 先 帝 天 马 名 玉 花, 作 都 与 原 不 同 。","先 帝 御 马 五 花 骢 ， 画 工 如 山 貌 不 同 。
"
955,modern2poem: 更 不 能 顾 念 那 儿 女 妻 子 。,generated:不 能 念 那 儿 女 妻 子,"何 言 子 与 妻 ！
"
956,modern2poem: 在 战 乱 年 代 ， 短 暂 的 分 离 也 让 人 依 依 惜 别 。,"generated:战乱 年 代, 使 人 依, 惜 。","世 路 干 戈 惜 暂 分 。
"
957,modern2poem: 泪 流 纷 如 雨 降 。,generated:泪 流 纷 雨 降 。,"泣 涕 如 雨 。
"
958,modern2poem: 这 清 幽 境 地 很 合 我 的 雅 兴 ， 足 可 以 把 身 心 和 耳 目 荡 涤 。,"generated:清 幽 地 合 我 雅, 足 可, 心 耳 荡 。","及 兹 契 幽 绝 ， 自 足 荡 心 耳 。
"
959,modern2poem: 重 崖 叠 嶂 耸 云 霄 莽 莽 苍 苍 。,generated:重 崖 叠 云 莽 苍 。,"回 崖 沓 嶂 凌 苍 苍 。
"
960,modern2poem: 羯 胡 人 狡 诈 事 主 终 究 不 可 靠 ， 伤 时 感 世 的 诗 人 至 今 未 回 还 。,"generated:羯 胡 人 狡 诈 终 不 可, 伤, 感 世 诗 人 至, 未 归 。","羯 胡 事 主 终 无 赖 ， 词 客 哀 时 且 未 还 。
"
961,modern2poem: 客 人 说 为 了 上 山 砍 伐 树 木 来 买 斧 头 。,generated:客 人 说 上 山 砍 树 木 来 买 斧 头,"采 山 因 买 斧 。
"
962,modern2poem: 任 凭 长 年 雨 打 日 晒 野 火 焚 烧 ，,generated:任 年 雨 日 晒 野 火 烧 。,"雨 淋 日 灸 野 火 燎 ，
"
963,modern2poem: 半 山 腰 喷 泄 云 雾 迷 迷 茫 茫 ，,generated:半山 腰 喷 云 雾 迷 茫 。,"喷 云 泄 雾 藏 半 腹 ，
"
964,modern2poem: 即 使 桃 花 潭 水 有 一 千 尺 那 么 深 ， 也 不 及 汪 伦 送 别 我 的 一 片 情 深 。,"generated:使 桃 花 水 千 那, 也 不 汪 伦 送 别 我 一 片 情 深 。","桃 花 潭 水 深 千 尺 ， 不 及 汪 伦 送 我 情 。
"
965,modern2poem: 轮 台 城 北 旄 头 星 正 降 落 。,generated:轮 城 北 � 星 降 。,"轮 台 城 北 旄 头 落 。
"
966,modern2poem: 回 来 一 看 池 苑 的 地 方 依 旧 ，,generated:回 一 看 池 苑 地 依 旧 。,"归 来 池 苑 皆 依 旧 ，
"
967,modern2poem: 在 杨 花 落 完 ， 子 规 啼 鸣 的 时 候 ， 听 说 你 路 过 五 溪 。,generated:在杨花 落 子 规 啼 过 五 溪 。,"杨 花 落 尽 子 规 啼 ， 闻 道 龙 标 过 五 溪 。
"
968,modern2poem: 直 到 如 今 想 起 来 ， 仍 叫 人 心 惊 胆 颤 ， 有 人 神 魂 尚 未 招 回 ， 依 然 诚 恐 诚 惶 。,"generated:直 如 今 想 来, 仍 叫 人 心 胆, 有 人 神 尚 未 招, 诚 恐 诚 惶 。","至 今 残 破 胆 ， 应 有 未 招 魂 。
"
969,modern2poem: 岂 止 南 国 地 气 和 暖 ，,generated:南 国 地 气 暖 。,"岂 伊 地 气 暖 ？
"
970,modern2poem: 自 从 和 老 友 在 江 海 分 别 ，,generated:自 和 老 友 在 海 分 。,"故 人 江 海 别 ，
"
971,modern2poem: 急 风 胡 乱 地 掀 动 水 中 的 荷 花 ， 密 雨 斜 打 在 长 满 薜 荔 的 墙 上 。,"generated:急风 胡 乱 水 荷 花, 斜 在 长 满 荔 。","惊 风 乱 飐 芙 蓉 水 ， 密 雨 斜 侵 薜 荔 墙 。
"
972,modern2poem: 一 年 俸 禄 有 三 百 石 ，,generated:一 年 禄 有 三 百 石 。,"吏 禄 三 百 石 ，
"
973,modern2poem: 织 锦 回 文 诉 说 思 念 的 长 恨 ，,generated:织 锦 回 诉 思 长 恨 。,"机 中 锦 字 论 长 恨 ，
"
974,modern2poem: 癫 病 患 者 夜 生 子 ，,generated:癫 病 患 夜 生 子 。,"厉 夜 生 子 ，
"
975,modern2poem: 吐 蕃 族 至 今 牧 马 只 敢 远 望 ， 他 们 再 不 敢 南 来 越 过 临 洮 。,"generated:吐 蕃 人 至 牧 马 只 敢 远, 他 再 不 南 来 越 临 洮 。","至 今 窥 牧 马 ， 不 敢 过 临 洮 。
"
976,modern2poem: 江 流 波 涛 九 道 如 雪 山 奔 淌 。,generated:江 波 涛 九 道 如 雪 山 奔 。,"白 波 九 道 流 雪 山 。
"
977,modern2poem: 独 立 天 边 不 禁 热 泪 横 流 。,generated:独 立 天 边 不 热 泪 横 流 。,"天 畔 独 潸 然 。
"
978,modern2poem: 其 后 为 臣 宾 于 虞 ， 历 世 不 绝 显 荣 光 。,"generated:后 为 臣 宾 于 虞, 历 不 显 荣 光 。","邈 焉 虞 宾 ， 历 世 重 光 。
"
979,modern2poem: 我 的 郎 恭 谨 等 候 在 影 壁 前 ，,generated:我 郎 恭 谨 在 影 壁 。,"俟 我 于 著 乎 而 ，
"
980,modern2poem: 啼 鸟 悲 鸣 ， 傍 晚 随 着 东 风 声 声 传 来 ； 落 花 纷 纷 ， 恰 似 那 为 石 崇 坠 楼 的 绿 珠 美 人 。,generated:啼鸟 悲 鸣 伴 东 风 声 传 。,"日 暮 东 风 怨 啼 鸟 ， 落 花 犹 似 坠 楼 人 。
"
981,modern2poem: 说 回 家 了 回 家 了 ， 又 到 了 十 月 小 阳 春 。,generated:回 归 十 月 小 阳 春 。,"曰 归 曰 归 ， 岁 亦 阳 止 。
"
982,modern2poem: 问 客 人 为 什 么 来 ， 客 人 说 为 了 上 山 砍 伐 树 木 来 买 斧 头 。,generated:客 客 说 上 山 伐 木 来 斧 头,"问 客 何 为 来 ， 采 山 因 买 斧 。
"
983,modern2poem: 今 晚 是 怎 样 的 晚 上 啊 河 中 漫 游 。,generated:今 晚 是 怎 晚 上 河 漫 游 。,"今 夕 何 夕 兮 ， 搴 舟 中 流 。
"
984,modern2poem: 庭 院 内 没 有 那 尘 杂 干 扰 ， 静 室 里 有 的 是 安 适 悠 闲 。,generated:院 无 那 尘 杂 静 是 安 悠 。,"户 庭 无 尘 杂 ， 虚 室 有 余 闲 。
"
985,modern2poem: 我 把 我 忧 愁 的 心 思 寄 托 给 明 月 ，,generated:我 把 忧 忧 心 寄 明 月 。,"我 寄 愁 心 与 明 月 ，
"
986,modern2poem: 静 室 里 有 的 是 安 适 悠 闲 。,generated:静 室 有 安 悠 。,"虚 室 有 余 闲 。
"
987,modern2poem: 最 终 已 经 坎 坷 穷 愁 纠 缠 其 身 了 。,generated:终 终 终 坎 坷 穷 愁 缠 其 身 。,"终 日 坎 壈 缠 其 身 。
"
